developer_username,developer_email,developer_name,developer_website,customer_username,customer_email,customer_payment_method,application_title,application_version,application_type,free_contains_ads,paid_price,release_version_tag,release_notes,release_date,downloaded,has_review,review_rating,review_comment,review_date,has_transaction,transaction_id,transaction_amount,transaction_date
dev_71,dev_71@example.com,Studio 71,https://studio-71.dev,customer_250,customer_250@mail.com,PayPal,App 212,1.8.4,paid_application,False,5.5,v5.4.6,Release notes batch 212,2026-12-06,False,True,4,Review text 212,2024-01-23,True,TXN-00212,5.5,2025-04-27
dev_45,dev_45@example.com,Studio 45,https://studio-45.dev,customer_249,customer_249@mail.com,Card,App 335,5.6.7,free_application,True,,v6.1.0,Release notes batch 213,2026-08-26,True,True,4,Review text 213,2024-07-13,False,,,
dev_24,dev_24@example.com,Studio 24,https://studio-24.dev,customer_430,customer_430@mail.com,GooglePay,App 146,4.5.2,paid_application,False,17.68,v2.5.0,Release notes batch 214,2026-02-06,True,True,2,Review text 214,2026-09-12,False,,,
dev_6,dev_6@example.com,Studio 6,https://studio-6.dev,customer_90,customer_90@mail.com,PayPal,App 163,1.7.9,free_application,False,,v5.0.4,Release notes batch 215,2024-09-03,False,False,,,,False,,,
dev_88,dev_88@example.com,Studio 88,https://studio-88.dev,customer_397,customer_397@mail.com,ApplePay,App 67,2.1.0,free_application,False,,v4.3.3,Release notes batch 216,2024-11-17,False,True,4,Review text 216,2026-02-18,False,,,
dev_159,dev_159@example.com,Studio 159,https://studio-159.dev,customer_152,customer_152@mail.com,PayPal,App 101,1.6.0,paid_application,False,7.76,v5.9.7,Release notes batch 217,2024-06-30,False,False,,,,False,,,
dev_28,dev_28@example.com,Studio 28,https://studio-28.dev,customer_357,customer_357@mail.com,GooglePay,App 294,2.2.0,paid_application,False,3.72,v5.6.2,Release notes batch 218,2025-05-23,False,False,,,,False,,,
dev_76,dev_76@example.com,Studio 76,https://studio-76.dev,customer_356,customer_356@mail.com,Card,App 222,4.7.0,paid_application,False,27.9,v6.8.7,Release notes batch 219,2026-12-17,False,False,,,,True,TXN-00219,27.9,2026-08-22
dev_25,dev_25@example.com,Studio 25,https://studio-25.dev,customer_345,customer_345@mail.com,GooglePay,App 169,5.7.6,free_application,True,,v4.2.4,Release notes batch 220,2026-02-02,True,True,1,Review text 220,2026-12-18,False,,,
dev_141,dev_141@example.com,Studio 141,https://studio-141.dev,customer_344,customer_344@mail.com,Card,App 43,2.2.6,free_application,False,,v1.0.6,Release notes batch 221,2024-10-26,True,True,3,Review text 221,2025-12-19,False,,,
dev_48,dev_48@example.com,Studio 48,https://studio-48.dev,customer_327,customer_327@mail.com,Card,App 123,3.7.6,paid_application,False,23.83,v6.6.3,Release notes batch 222,2025-12-04,False,False,,,,False,,,
dev_71,dev_71@example.com,Studio 71,https://studio-71.dev,customer_3,customer_3@mail.com,PayPal,App 318,3.7.7,paid_application,False,24.51,v6.5.5,Release notes batch 223,2024-09-13,True,True,4,Review text 223,2026-02-28,True,TXN-00223,24.51,2025-01-12
dev_47,dev_47@example.com,Studio 47,https://studio-47.dev,customer_404,customer_404@mail.com,GooglePay,App 122,1.5.0,paid_application,False,26.04,v2.9.1,Release notes batch 224,2024-01-13,True,False,,,,False,,,
dev_56,dev_56@example.com,Studio 56,https://studio-56.dev,customer_598,customer_598@mail.com,Card,App 262,5.7.7,free_application,True,,v3.0.7,Release notes batch 225,2024-04-14,False,True,1,Review text 225,2025-04-06,False,,,
dev_111,dev_111@example.com,Studio 111,https://studio-111.dev,customer_90,customer_90@mail.com,PayPal,App 131,2.3.2,free_application,True,,v1.3.5,Release notes batch 226,2024-04-07,False,False,,,,False,,,
dev_48,dev_48@example.com,Studio 48,https://studio-48.dev,customer_386,customer_386@mail.com,ApplePay,App 161,1.8.9,paid_application,False,10.05,v3.0.5,Release notes batch 227,2025-08-10,False,True,5,Review text 227,2026-10-08,False,,,
dev_90,dev_90@example.com,Studio 90,https://studio-90.dev,customer_595,customer_595@mail.com,ApplePay,App 110,1.2.1,free_application,False,,v6.4.4,Release notes batch 228,2025-06-22,False,False,,,,False,,,
dev_72,dev_72@example.com,Studio 72,https://studio-72.dev,customer_454,customer_454@mail.com,PayPal,App 3,4.4.9,paid_application,False,8.04,v3.7.5,Release notes batch 229,2024-08-28,False,True,5,Review text 229,2024-08-28,True,TXN-00229,8.04,2026-10-17
dev_98,dev_98@example.com,Studio 98,https://studio-98.dev,customer_328,customer_328@mail.com,PayPal,App 92,2.1.3,paid_application,False,23.06,v1.8.5,Release notes batch 230,2026-01-29,False,False,,,,True,TXN-00230,23.06,2024-11-06
dev_86,dev_86@example.com,Studio 86,https://studio-86.dev,customer_380,customer_380@mail.com,ApplePay,App 128,4.0.7,paid_application,False,22.16,v3.8.6,Release notes batch 231,2025-01-20,True,True,3,Review text 231,2024-05-12,False,,,
dev_60,dev_60@example.com,Studio 60,https://studio-60.dev,customer_188,customer_188@mail.com,PayPal,App 98,1.5.5,paid_application,False,18.17,v5.3.4,Release notes batch 232,2026-01-18,True,False,,,,False,,,
dev_156,dev_156@example.com,Studio 156,https://studio-156.dev,customer_297,customer_297@mail.com,Card,App 148,5.0.6,free_application,True,,v2.2.4,Release notes batch 233,2024-02-03,True,True,4,Review text 233,2026-03-05,False,,,
dev_142,dev_142@example.com,Studio 142,https://studio-142.dev,customer_167,customer_167@mail.com,GooglePay,App 187,5.9.3,paid_application,False,8.5,v6.6.4,Release notes batch 234,2025-04-01,True,False,,,,True,TXN-00234,8.5,2024-07-15
dev_9,dev_9@example.com,Studio 9,https://studio-9.dev,customer_203,customer_203@mail.com,PayPal,App 182,3.9.2,paid_application,False,2.78,v6.4.3,Release notes batch 235,2026-01-14,False,True,5,Review text 235,2025-03-29,True,TXN-00235,2.78,2024-07-05
dev_53,dev_53@example.com,Studio 53,https://studio-53.dev,customer_521,customer_521@mail.com,GooglePay,App 24,1.1.3,free_application,True,,v3.2.7,Release notes batch 236,2024-01-27,True,False,,,,False,,,
dev_67,dev_67@example.com,Studio 67,https://studio-67.dev,customer_102,customer_102@mail.com,PayPal,App 194,3.1.4,free_application,False,,v3.9.8,Release notes batch 237,2024-11-26,True,False,,,,False,,,
dev_40,dev_40@example.com,Studio 40,https://studio-40.dev,customer_119,customer_119@mail.com,GooglePay,App 157,5.2.9,paid_application,False,24.52,v3.8.5,Release notes batch 238,2026-09-26,False,True,5,Review text 238,2024-01-23,False,,,
dev_152,dev_152@example.com,Studio 152,https://studio-152.dev,customer_30,customer_30@mail.com,Card,App 142,3.7.8,paid_application,False,22.21,v5.9.3,Release notes batch 239,2024-05-01,True,True,1,Review text 239,2025-12-24,False,,,
dev_79,dev_79@example.com,Studio 79,https://studio-79.dev,customer_322,customer_322@mail.com,GooglePay,App 302,5.0.7,paid_application,False,5.7,v4.4.2,Release notes batch 240,2026-11-28,False,False,,,,False,,,
dev_47,dev_47@example.com,Studio 47,https://studio-47.dev,customer_257,customer_257@mail.com,PayPal,App 192,1.7.6,paid_application,False,4.37,v2.5.2,Release notes batch 241,2026-04-03,True,False,,,,True,TXN-00241,4.37,2026-03-20
dev_103,dev_103@example.com,Studio 103,https://studio-103.dev,customer_512,customer_512@mail.com,Card,App 297,2.4.0,free_application,True,,v2.7.7,Release notes batch 242,2026-03-08,False,False,,,,False,,,
dev_46,dev_46@example.com,Studio 46,https://studio-46.dev,customer_599,customer_599@mail.com,ApplePay,App 80,2.8.2,free_application,False,,v5.8.8,Release notes batch 243,2024-12-15,True,True,1,Review text 243,2025-03-13,False,,,
dev_33,dev_33@example.com,Studio 33,https://studio-33.dev,customer_125,customer_125@mail.com,PayPal,App 228,5.5.4,paid_application,False,27.15,v6.5.3,Release notes batch 244,2026-04-08,True,False,,,,True,TXN-00244,27.15,2025-08-13
dev_35,dev_35@example.com,Studio 35,https://studio-35.dev,customer_496,customer_496@mail.com,ApplePay,App 217,2.8.2,paid_application,False,15.19,v4.3.1,Release notes batch 245,2026-09-03,True,True,2,Review text 245,2026-10-26,True,TXN-00245,15.19,2024-10-10
dev_100,dev_100@example.com,Studio 100,https://studio-100.dev,customer_45,customer_45@mail.com,PayPal,App 38,3.6.9,paid_application,False,4.07,v4.7.5,Release notes batch 246,2026-04-24,True,True,5,Review text 246,2025-09-13,False,,,
dev_97,dev_97@example.com,Studio 97,https://studio-97.dev,customer_145,customer_145@mail.com,ApplePay,App 314,3.0.2,paid_application,False,16.85,v2.1.8,Release notes batch 247,2026-04-04,True,True,3,Review text 247,2025-08-20,False,,,
dev_79,dev_79@example.com,Studio 79,https://studio-79.dev,customer_421,customer_421@mail.com,ApplePay,App 270,4.3.5,paid_application,False,19.49,v5.9.4,Release notes batch 248,2026-12-04,False,False,,,,True,TXN-00248,19.49,2025-10-21
dev_112,dev_112@example.com,Studio 112,https://studio-112.dev,customer_131,customer_131@mail.com,Card,App 26,2.5.7,paid_application,False,19.15,v2.1.7,Release notes batch 249,2024-09-23,False,False,,,,False,,,
dev_147,dev_147@example.com,Studio 147,https://studio-147.dev,customer_332,customer_332@mail.com,PayPal,App 204,2.4.8,free_application,False,,v6.2.3,Release notes batch 250,2025-12-23,False,True,3,Review text 250,2026-10-11,False,,,
dev_41,dev_41@example.com,Studio 41,https://studio-41.dev,customer_180,customer_180@mail.com,PayPal,App 172,4.8.5,paid_application,False,19.54,v4.4.7,Release notes batch 251,2024-08-14,True,True,5,Review text 251,2026-07-28,False,,,
dev_19,dev_19@example.com,Studio 19,https://studio-19.dev,customer_285,customer_285@mail.com,Card,App 111,1.3.4,free_application,True,,v2.1.0,Release notes batch 252,2024-01-02,False,False,,,,False,,,
dev_57,dev_57@example.com,Studio 57,https://studio-57.dev,customer_161,customer_161@mail.com,ApplePay,App 349,1.0.6,paid_application,False,27.99,v2.7.3,Release notes batch 253,2024-05-25,False,True,3,Review text 253,2025-04-25,True,TXN-00253,27.99,2025-09-02
dev_2,dev_2@example.com,Studio 2,https://studio-2.dev,customer_357,customer_357@mail.com,Card,App 65,5.3.9,free_application,True,,v1.2.5,Release notes batch 254,2025-05-30,True,True,4,Review text 254,2026-05-30,False,,,
dev_129,dev_129@example.com,Studio 129,https://studio-129.dev,customer_32,customer_32@mail.com,GooglePay,App 314,4.3.9,free_application,False,,v4.1.2,Release notes batch 255,2026-08-17,False,True,4,Review text 255,2024-07-11,False,,,
dev_65,dev_65@example.com,Studio 65,https://studio-65.dev,customer_94,customer_94@mail.com,Card,App 261,1.4.4,paid_application,False,1.66,v6.9.8,Release notes batch 256,2025-12-20,False,True,1,Review text 256,2024-11-09,True,TXN-00256,1.66,2026-07-29
dev_26,dev_26@example.com,Studio 26,https://studio-26.dev,customer_396,customer_396@mail.com,Card,App 246,2.2.5,paid_application,False,9.1,v5.7.5,Release notes batch 257,2026-05-18,False,False,,,,True,TXN-00257,9.1,2025-03-05
dev_28,dev_28@example.com,Studio 28,https://studio-28.dev,customer_523,customer_523@mail.com,PayPal,App 45,1.4.4,free_application,False,,v3.3.8,Release notes batch 258,2025-04-16,True,False,,,,False,,,
dev_73,dev_73@example.com,Studio 73,https://studio-73.dev,customer_370,customer_370@mail.com,Card,App 89,3.5.7,paid_application,False,24.57,v6.9.8,Release notes batch 259,2025-03-06,False,False,,,,True,TXN-00259,24.57,2026-08-07
dev_155,dev_155@example.com,Studio 155,https://studio-155.dev,customer_512,customer_512@mail.com,GooglePay,App 275,5.7.6,free_application,False,,v3.3.0,Release notes batch 260,2025-06-22,False,False,,,,False,,,
dev_36,dev_36@example.com,Studio 36,https://studio-36.dev,customer_225,customer_225@mail.com,ApplePay,App 94,3.1.3,paid_application,False,26.98,v6.6.6,Release notes batch 261,2025-10-27,True,True,1,Review text 261,2025-05-15,False,,,
dev_133,dev_133@example.com,Studio 133,https://studio-133.dev,customer_440,customer_440@mail.com,GooglePay,App 61,4.0.1,free_application,False,,v6.6.3,Release notes batch 262,2024-06-10,False,True,2,Review text 262,2024-04-03,False,,,
dev_153,dev_153@example.com,Studio 153,https://studio-153.dev,customer_214,customer_214@mail.com,PayPal,App 291,3.1.3,paid_application,False,7.39,v4.9.6,Release notes batch 263,2024-07-01,False,False,,,,True,TXN-00263,7.39,2026-07-16
dev_150,dev_150@example.com,Studio 150,https://studio-150.dev,customer_330,customer_330@mail.com,ApplePay,App 162,3.1.5,paid_application,False,13.95,v1.8.7,Release notes batch 264,2026-08-18,False,False,,,,True,TXN-00264,13.95,2025-07-27
dev_111,dev_111@example.com,Studio 111,https://studio-111.dev,customer_255,customer_255@mail.com,ApplePay,App 51,3.1.2,paid_application,False,10.48,v3.3.8,Release notes batch 265,2025-09-18,False,True,3,Review text 265,2026-05-27,True,TXN-00265,10.48,2024-08-11
dev_87,dev_87@example.com,Studio 87,https://studio-87.dev,customer_355,customer_355@mail.com,ApplePay,App 55,1.1.2,paid_application,False,17.98,v4.1.9,Release notes batch 266,2025-02-04,True,False,,,,False,,,
dev_31,dev_31@example.com,Studio 31,https://studio-31.dev,customer_258,customer_258@mail.com,ApplePay,App 168,4.0.3,paid_application,False,21.2,v5.7.8,Release notes batch 267,2024-09-20,False,False,,,,False,,,
dev_77,dev_77@example.com,Studio 77,https://studio-77.dev,customer_113,customer_113@mail.com,GooglePay,App 63,4.1.3,paid_application,False,8.23,v4.6.6,Release notes batch 268,2026-09-28,True,False,,,,True,TXN-00268,8.23,2026-06-15
dev_159,dev_159@example.com,Studio 159,https://studio-159.dev,customer_458,customer_458@mail.com,Card,App 70,5.8.4,paid_application,False,16.74,v4.2.2,Release notes batch 269,2026-09-05,False,False,,,,True,TXN-00269,16.74,2026-11-03
dev_120,dev_120@example.com,Studio 120,https://studio-120.dev,customer_398,customer_398@mail.com,GooglePay,App 18,4.2.4,paid_application,False,21.34,v6.6.0,Release notes batch 270,2025-03-08,True,True,4,Review text 270,2025-10-12,True,TXN-00270,21.34,2024-01-23
dev_155,dev_155@example.com,Studio 155,https://studio-155.dev,customer_521,customer_521@mail.com,ApplePay,App 227,3.0.2,paid_application,False,5.97,v3.2.5,Release notes batch 271,2025-06-10,False,True,2,Review text 271,2024-06-20,True,TXN-00271,5.97,2025-01-16
dev_105,dev_105@example.com,Studio 105,https://studio-105.dev,customer_61,customer_61@mail.com,GooglePay,App 314,2.9.3,paid_application,False,16.76,v2.3.3,Release notes batch 272,2026-12-20,False,False,,,,True,TXN-00272,16.76,2025-01-03
dev_118,dev_118@example.com,Studio 118,https://studio-118.dev,customer_111,customer_111@mail.com,PayPal,App 335,3.1.4,free_application,False,,v6.2.4,Release notes batch 273,2025-12-21,True,True,3,Review text 273,2025-06-11,False,,,
dev_71,dev_71@example.com,Studio 71,https://studio-71.dev,customer_358,customer_358@mail.com,GooglePay,App 315,3.2.3,free_application,False,,v5.5.2,Release notes batch 274,2024-01-20,False,False,,,,False,,,
dev_75,dev_75@example.com,Studio 75,https://studio-75.dev,customer_489,customer_489@mail.com,PayPal,App 312,4.4.8,free_application,False,,v4.1.9,Release notes batch 275,2025-01-02,False,True,1,Review text 275,2026-06-13,False,,,
dev_145,dev_145@example.com,Studio 145,https://studio-145.dev,customer_62,customer_62@mail.com,GooglePay,App 259,4.7.9,paid_application,False,13.24,v4.4.2,Release notes batch 276,2024-11-11,True,True,4,Review text 276,2026-06-28,True,TXN-00276,13.24,2026-06-04
dev_87,dev_87@example.com,Studio 87,https://studio-87.dev,customer_294,customer_294@mail.com,PayPal,App 177,5.8.6,free_application,False,,v6.4.7,Release notes batch 277,2026-01-10,True,True,4,Review text 277,2024-02-05,False,,,
dev_17,dev_17@example.com,Studio 17,https://studio-17.dev,customer_300,customer_300@mail.com,ApplePay,App 60,2.0.5,paid_application,False,15.84,v4.0.7,Release notes batch 278,2025-10-18,True,False,,,,True,TXN-00278,15.84,2025-04-05
dev_88,dev_88@example.com,Studio 88,https://studio-88.dev,customer_163,customer_163@mail.com,PayPal,App 262,3.5.7,paid_application,False,8.2,v6.1.6,Release notes batch 279,2024-11-23,True,True,5,Review text 279,2024-06-17,False,,,
dev_87,dev_87@example.com,Studio 87,https://studio-87.dev,customer_353,customer_353@mail.com,PayPal,App 17,3.2.5,paid_application,False,26.62,v3.3.6,Release notes batch 280,2025-04-13,False,False,,,,True,TXN-00280,26.62,2026-12-02
dev_81,dev_81@example.com,Studio 81,https://studio-81.dev,customer_197,customer_197@mail.com,ApplePay,App 169,3.7.0,paid_application,False,19.79,v2.9.4,Release notes batch 281,2025-12-12,False,False,,,,True,TXN-00281,19.79,2026-01-28
dev_57,dev_57@example.com,Studio 57,https://studio-57.dev,customer_372,customer_372@mail.com,ApplePay,App 180,1.2.2,free_application,False,,v3.6.6,Release notes batch 282,2024-09-28,False,False,,,,False,,,
dev_150,dev_150@example.com,Studio 150,https://studio-150.dev,customer_46,customer_46@mail.com,GooglePay,App 251,3.4.1,free_application,True,,v4.5.4,Release notes batch 283,2024-07-25,True,False,,,,False,,,
dev_86,dev_86@example.com,Studio 86,https://studio-86.dev,customer_99,customer_99@mail.com,GooglePay,App 317,4.1.0,paid_application,False,15.98,v3.2.8,Release notes batch 284,2024-03-17,True,False,,,,True,TXN-00284,15.98,2026-04-27
dev_96,dev_96@example.com,Studio 96,https://studio-96.dev,customer_402,customer_402@mail.com,PayPal,App 103,1.0.8,free_application,False,,v6.2.2,Release notes batch 285,2025-03-18,False,False,,,,False,,,
dev_53,dev_53@example.com,Studio 53,https://studio-53.dev,customer_488,customer_488@mail.com,PayPal,App 186,5.3.9,paid_application,False,3.05,v1.5.4,Release notes batch 286,2026-10-20,False,True,1,Review text 286,2026-04-11,True,TXN-00286,3.05,2025-04-22
dev_100,dev_100@example.com,Studio 100,https://studio-100.dev,customer_329,customer_329@mail.com,PayPal,App 119,5.6.5,paid_application,False,13.77,v4.6.0,Release notes batch 287,2026-06-20,True,False,,,,False,,,
dev_50,dev_50@example.com,Studio 50,https://studio-50.dev,customer_563,customer_563@mail.com,Card,App 135,4.8.9,paid_application,False,21.63,v5.2.1,Release notes batch 288,2024-02-05,True,True,3,Review text 288,2026-01-07,True,TXN-00288,21.63,2024-03-28
dev_41,dev_41@example.com,Studio 41,https://studio-41.dev,customer_543,customer_543@mail.com,Card,App 149,1.2.1,paid_application,False,16.62,v3.9.5,Release notes batch 289,2026-10-12,True,True,4,Review text 289,2024-11-10,False,,,
dev_141,dev_141@example.com,Studio 141,https://studio-141.dev,customer_309,customer_309@mail.com,GooglePay,App 332,3.9.2,free_application,False,,v6.2.3,Release notes batch 290,2026-12-20,False,False,,,,False,,,
dev_141,dev_141@example.com,Studio 141,https://studio-141.dev,customer_244,customer_244@mail.com,Card,App 130,2.3.8,free_application,True,,v1.2.4,Release notes batch 291,2024-06-19,True,True,2,Review text 291,2026-03-19,False,,,
dev_94,dev_94@example.com,Studio 94,https://studio-94.dev,customer_565,customer_565@mail.com,ApplePay,App 266,3.5.2,free_application,False,,v2.9.3,Release notes batch 292,2025-10-03,True,True,2,Review text 292,2026-04-26,False,,,
dev_29,dev_29@example.com,Studio 29,https://studio-29.dev,customer_242,customer_242@mail.com,PayPal,App 334,3.4.6,free_application,False,,v6.4.4,Release notes batch 293,2025-01-17,False,False,,,,False,,,
dev_126,dev_126@example.com,Studio 126,https://studio-126.dev,customer_310,customer_310@mail.com,Card,App 38,1.6.3,paid_application,False,2.89,v2.4.1,Release notes batch 294,2025-06-11,True,True,3,Review text 294,2026-07-04,True,TXN-00294,2.89,2025-05-03
dev_14,dev_14@example.com,Studio 14,https://studio-14.dev,customer_408,customer_408@mail.com,Card,App 155,3.3.6,free_application,True,,v3.2.0,Release notes batch 295,2024-08-25,True,False,,,,False,,,
dev_90,dev_90@example.com,Studio 90,https://studio-90.dev,customer_444,customer_444@mail.com,Card,App 35,1.2.1,free_application,True,,v3.6.8,Release notes batch 296,2025-05-30,False,True,3,Review text 296,2025-02-12,False,,,
dev_60,dev_60@example.com,Studio 60,https://studio-60.dev,customer_476,customer_476@mail.com,GooglePay,App 135,2.8.4,free_application,False,,v3.4.1,Release notes batch 297,2026-10-15,False,False,,,,False,,,
dev_159,dev_159@example.com,Studio 159,https://studio-159.dev,customer_390,customer_390@mail.com,Card,App 1,3.2.6,paid_application,False,9.08,v6.4.6,Release notes batch 298,2024-05-20,True,True,1,Review text 298,2024-03-27,True,TXN-00298,9.08,2026-11-27
dev_117,dev_117@example.com,Studio 117,https://studio-117.dev,customer_494,customer_494@mail.com,Card,App 175,4.2.0,paid_application,False,6.54,v3.8.9,Release notes batch 299,2025-12-01,False,True,2,Review text 299,2024-12-15,True,TXN-00299,6.54,2024-10-07
dev_28,dev_28@example.com,Studio 28,https://studio-28.dev,customer_89,customer_89@mail.com,GooglePay,App 211,5.4.0,free_application,True,,v3.1.1,Release notes batch 300,2025-09-23,False,False,,,,False,,,
dev_77,dev_77@example.com,Studio 77,https://studio-77.dev,customer_207,customer_207@mail.com,Card,App 346,1.7.8,free_application,False,,v3.1.0,Release notes batch 301,2026-10-08,True,True,4,Review text 301,2026-05-07,False,,,
dev_50,dev_50@example.com,Studio 50,https://studio-50.dev,customer_535,customer_535@mail.com,GooglePay,App 233,1.5.1,free_application,True,,v1.5.2,Release notes batch 302,2026-12-12,True,False,,,,False,,,
dev_4,dev_4@example.com,Studio 4,https://studio-4.dev,customer_269,customer_269@mail.com,GooglePay,App 345,1.3.1,free_application,False,,v2.6.1,Release notes batch 303,2026-07-04,True,True,5,Review text 303,2026-12-04,False,,,
dev_21,dev_21@example.com,Studio 21,https://studio-21.dev,customer_160,customer_160@mail.com,GooglePay,App 184,1.2.7,paid_application,False,4.05,v5.4.2,Release notes batch 304,2025-02-19,True,False,,,,False,,,
dev_15,dev_15@example.com,Studio 15,https://studio-15.dev,customer_130,customer_130@mail.com,Card,App 79,3.7.0,paid_application,False,16.97,v4.1.8,Release notes batch 305,2024-02-03,False,True,3,Review text 305,2025-05-20,False,,,
dev_22,dev_22@example.com,Studio 22,https://studio-22.dev,customer_11,customer_11@mail.com,GooglePay,App 1,3.1.9,free_application,False,,v1.3.3,Release notes batch 306,2026-06-06,True,False,,,,False,,,
dev_15,dev_15@example.com,Studio 15,https://studio-15.dev,customer_507,customer_507@mail.com,Card,App 36,2.8.9,free_application,False,,v2.1.2,Release notes batch 307,2026-11-17,True,False,,,,False,,,
dev_92,dev_92@example.com,Studio 92,https://studio-92.dev,customer_132,customer_132@mail.com,PayPal,App 263,5.9.5,paid_application,False,2.14,v4.9.1,Release notes batch 308,2024-03-24,True,False,,,,False,,,
dev_156,dev_156@example.com,Studio 156,https://studio-156.dev,customer_28,customer_28@mail.com,ApplePay,App 304,3.6.7,free_application,True,,v5.2.4,Release notes batch 309,2024-01-20,False,False,,,,False,,,
dev_50,dev_50@example.com,Studio 50,https://studio-50.dev,customer_123,customer_123@mail.com,ApplePay,App 329,4.2.2,free_application,True,,v5.7.2,Release notes batch 310,2025-04-24,False,True,2,Review text 310,2024-09-17,False,,,
dev_85,dev_85@example.com,Studio 85,https://studio-85.dev,customer_237,customer_237@mail.com,PayPal,App 196,2.0.1,paid_application,False,2.37,v1.7.3,Release notes batch 311,2024-04-08,False,False,,,,True,TXN-00311,2.37,2024-02-09
dev_106,dev_106@example.com,Studio 106,https://studio-106.dev,customer_337,customer_337@mail.com,Card,App 246,1.0.0,paid_application,False,4.86,v5.3.4,Release notes batch 312,2024-11-14,True,True,2,Review text 312,2025-01-26,True,TXN-00312,4.86,2026-10-05
dev_58,dev_58@example.com,Studio 58,https://studio-58.dev,customer_377,customer_377@mail.com,Card,App 350,5.0.2,free_application,True,,v3.4.9,Release notes batch 313,2025-02-08,True,False,,,,False,,,
dev_60,dev_60@example.com,Studio 60,https://studio-60.dev,customer_149,customer_149@mail.com,ApplePay,App 139,1.6.4,free_application,False,,v3.4.0,Release notes batch 314,2024-11-29,False,True,5,Review text 314,2024-10-14,False,,,
dev_58,dev_58@example.com,Studio 58,https://studio-58.dev,customer_130,customer_130@mail.com,PayPal,App 74,4.2.1,paid_application,False,6.24,v1.8.4,Release notes batch 315,2025-11-03,False,True,5,Review text 315,2024-09-26,False,,,
dev_21,dev_21@example.com,Studio 21,https://studio-21.dev,customer_494,customer_494@mail.com,Card,App 43,4.3.4,free_application,True,,v1.5.5,Release notes batch 316,2024-07-08,False,False,,,,False,,,
dev_45,dev_45@example.com,Studio 45,https://studio-45.dev,customer_97,customer_97@mail.com,ApplePay,App 254,1.8.9,free_application,True,,v5.7.9,Release notes batch 317,2024-04-12,True,True,4,Review text 317,2024-10-31,False,,,
dev_39,dev_39@example.com,Studio 39,https://studio-39.dev,customer_126,customer_126@mail.com,Card,App 169,5.5.6,free_application,True,,v5.7.6,Release notes batch 318,2025-09-12,False,False,,,,False,,,
dev_93,dev_93@example.com,Studio 93,https://studio-93.dev,customer_463,customer_463@mail.com,Card,App 124,2.1.8,paid_application,False,20.68,v3.6.2,Release notes batch 319,2026-05-31,True,True,5,Review text 319,2026-03-01,False,,,
dev_160,dev_160@example.com,Studio 160,https://studio-160.dev,customer_491,customer_491@mail.com,ApplePay,App 193,5.6.9,paid_application,False,12.54,v5.4.1,Release notes batch 320,2025-02-04,False,False,,,,False,,,
dev_119,dev_119@example.com,Studio 119,https://studio-119.dev,customer_1,customer_1@mail.com,GooglePay,App 111,2.1.3,paid_application,False,24.22,v1.3.9,Release notes batch 321,2024-01-12,False,False,,,,True,TXN-00321,24.22,2025-12-12
dev_86,dev_86@example.com,Studio 86,https://studio-86.dev,customer_475,customer_475@mail.com,PayPal,App 258,2.0.9,free_application,True,,v5.2.6,Release notes batch 322,2024-06-16,False,True,5,Review text 322,2026-11-23,False,,,
dev_48,dev_48@example.com,Studio 48,https://studio-48.dev,customer_539,customer_539@mail.com,PayPal,App 151,4.6.3,free_application,False,,v5.6.8,Release notes batch 323,2026-01-02,True,True,1,Review text 323,2026-03-20,False,,,
dev_138,dev_138@example.com,Studio 138,https://studio-138.dev,customer_415,customer_415@mail.com,PayPal,App 198,3.4.0,free_application,True,,v4.2.8,Release notes batch 324,2026-05-19,False,False,,,,False,,,
dev_59,dev_59@example.com,Studio 59,https://studio-59.dev,customer_431,customer_431@mail.com,PayPal,App 66,1.7.3,free_application,False,,v4.4.1,Release notes batch 325,2024-08-25,True,True,5,Review text 325,2026-03-22,False,,,
dev_76,dev_76@example.com,Studio 76,https://studio-76.dev,customer_7,customer_7@mail.com,GooglePay,App 44,4.4.9,free_application,False,,v5.4.7,Release notes batch 326,2026-02-14,False,True,3,Review text 326,2025-10-31,False,,,
dev_75,dev_75@example.com,Studio 75,https://studio-75.dev,customer_154,customer_154@mail.com,GooglePay,App 308,3.9.2,paid_application,False,13.72,v2.7.8,Release notes batch 327,2024-12-05,True,False,,,,False,,,
dev_48,dev_48@example.com,Studio 48,https://studio-48.dev,customer_48,customer_48@mail.com,PayPal,App 163,5.5.2,free_application,False,,v4.5.6,Release notes batch 328,2025-05-25,False,False,,,,False,,,
dev_64,dev_64@example.com,Studio 64,https://studio-64.dev,customer_68,customer_68@mail.com,GooglePay,App 305,3.6.4,free_application,False,,v6.0.6,Release notes batch 329,2026-03-05,False,True,2,Review text 329,2026-03-18,False,,,
dev_7,dev_7@example.com,Studio 7,https://studio-7.dev,customer_563,customer_563@mail.com,GooglePay,App 190,2.1.8,paid_application,False,12.75,v5.9.1,Release notes batch 330,2024-11-15,False,True,3,Review text 330,2026-01-06,False,,,
dev_63,dev_63@example.com,Studio 63,https://studio-63.dev,customer_285,customer_285@mail.com,Card,App 239,1.6.6,free_application,True,,v1.2.1,Release notes batch 331,2024-11-04,True,False,,,,False,,,
dev_16,dev_16@example.com,Studio 16,https://studio-16.dev,customer_105,customer_105@mail.com,PayPal,App 183,3.3.4,paid_application,False,26.4,v3.1.3,Release notes batch 332,2026-07-13,True,True,4,Review text 332,2026-10-12,False,,,
